project_name,comment_id,issue_id,label,URL,manual_label
HBASE,16703269.0,21515,0,https://issues.apache.org/jira/browse/HBASE-21515,0
HBASE,15319453.0,15981,1,https://issues.apache.org/jira/browse/HBASE-15981,1
HBASE,15942212.0,17765,0,https://issues.apache.org/jira/browse/HBASE-17765,0
HBASE,15149399.0,15212,1,https://issues.apache.org/jira/browse/HBASE-15212,1
HBASE,15899723.0,17460,1,https://issues.apache.org/jira/browse/HBASE-17460,1
HBASE,16089794.0,18375,0,https://issues.apache.org/jira/browse/HBASE-18375,0
HBASE,12545331.0,335,0,https://issues.apache.org/jira/browse/HBASE-335,0
HBASE,16394093.0,20153,1,https://issues.apache.org/jira/browse/HBASE-20153,1
HBASE,14328279.0,12953,0,https://issues.apache.org/jira/browse/HBASE-12953,1
HBASE,15206141.0,15360,1,https://issues.apache.org/jira/browse/HBASE-15360,1
HBASE,16784382.0,21717,0,https://issues.apache.org/jira/browse/HBASE-21717,1
HBASE,16469815.0,20447,0,https://issues.apache.org/jira/browse/HBASE-20447,0
HBASE,14573937.0,13843,0,https://issues.apache.org/jira/browse/HBASE-13843,1
HBASE,16724816.0,21565,1,https://issues.apache.org/jira/browse/HBASE-21565,1
HBASE,14535089.0,13648,0,https://issues.apache.org/jira/browse/HBASE-13648,1
HBASE,16137771.0,17614,0,https://issues.apache.org/jira/browse/HBASE-17614,0
HBASE,16354200.0,19900,1,https://issues.apache.org/jira/browse/HBASE-19900,0
HBASE,14623151.0,13965,1,https://issues.apache.org/jira/browse/HBASE-13965,1
HBASE,16078691.0,18335,0,https://issues.apache.org/jira/browse/HBASE-18335,1
HBASE,14280837.0,12684,0,https://issues.apache.org/jira/browse/HBASE-12684,1
HBASE,13935007.0,10748,1,https://issues.apache.org/jira/browse/HBASE-10748,1
HBASE,13203731.0,3134,0,https://issues.apache.org/jira/browse/HBASE-3134,-1
HBASE,15590833.0,16884,0,https://issues.apache.org/jira/browse/HBASE-16884,1
HBASE,14121420.0,11897,0,https://issues.apache.org/jira/browse/HBASE-11897,0
HBASE,14518344.0,5980,1,https://issues.apache.org/jira/browse/HBASE-5980,1
HBASE,13932965.0,9004,0,https://issues.apache.org/jira/browse/HBASE-9004,1
HBASE,16399227.0,20187,0,https://issues.apache.org/jira/browse/HBASE-20187,0
