project_name,comment_id,issue_id,label,URL
HDFS,15904093.0,11395,1,https://issues.apache.org/jira/browse/HDFS-11395
HDFS,16869202.0,14483,1,https://issues.apache.org/jira/browse/HDFS-14483
HDFS,16850585.0,14516,1,https://issues.apache.org/jira/browse/HDFS-14516
HDFS,16488624.0,12837,1,https://issues.apache.org/jira/browse/HDFS-12837
HDFS,13294029.0,3531,1,https://issues.apache.org/jira/browse/HDFS-3531
HDFS,16835932.0,14245,1,https://issues.apache.org/jira/browse/HDFS-14245
HDFS,16639184.0,13958,1,https://issues.apache.org/jira/browse/HDFS-13958
HDFS,15570118.0,10938,1,https://issues.apache.org/jira/browse/HDFS-10938
HDFS,15806573.0,11301,1,https://issues.apache.org/jira/browse/HDFS-11301
HDFS,16179755.0,12386,1,https://issues.apache.org/jira/browse/HDFS-12386
HDFS,14283043.0,5631,1,https://issues.apache.org/jira/browse/HDFS-5631
HDFS,15938302.0,6708,1,https://issues.apache.org/jira/browse/HDFS-6708
HDFS,15602521.0,10756,1,https://issues.apache.org/jira/browse/HDFS-10756
HDFS,15427017.0,10772,1,https://issues.apache.org/jira/browse/HDFS-10772
HDFS,14203697.0,7382,1,https://issues.apache.org/jira/browse/HDFS-7382
HDFS,15133527.0,9761,1,https://issues.apache.org/jira/browse/HDFS-9761
HDFS,15188384.0,9925,1,https://issues.apache.org/jira/browse/HDFS-9925
HADOOP,15143389.0,12828,1,https://issues.apache.org/jira/browse/HADOOP-12828
HDFS,15721626.0,10885,1,https://issues.apache.org/jira/browse/HDFS-10885
HDFS,13947552.0,6130,1,https://issues.apache.org/jira/browse/HDFS-6130
HDFS,16701947.0,13713,1,https://issues.apache.org/jira/browse/HDFS-13713
HDFS,15026580.0,9429,1,https://issues.apache.org/jira/browse/HDFS-9429
HDFS,13046316.0,1295,1,https://issues.apache.org/jira/browse/HDFS-1295
HDFS,16664970.0,13959,1,https://issues.apache.org/jira/browse/HDFS-13959
HDFS,13820862.0,5485,1,https://issues.apache.org/jira/browse/HDFS-5485
