project_name,comment_id,issue_id,label,URL,manual_label
HADOOP,17262179.0,16947,0,https://issues.apache.org/jira/browse/HADOOP-16947,0
HADOOP,14035687.0,10717,1,https://issues.apache.org/jira/browse/HADOOP-10717,0
HADOOP,14066160.0,10817,0,https://issues.apache.org/jira/browse/HADOOP-10817,-1
HADOOP,16733598.0,15229,0,https://issues.apache.org/jira/browse/HADOOP-15229,-1
HADOOP,17090734.0,17009,0,https://issues.apache.org/jira/browse/HADOOP-17009,1
HADOOP,13071822.0,7378,0,https://issues.apache.org/jira/browse/HADOOP-7378,0
HADOOP,14979576.0,9613,0,https://issues.apache.org/jira/browse/HADOOP-9613,0
HADOOP,12609493.0,3665,0,https://issues.apache.org/jira/browse/HADOOP-3665,0
HADOOP,14981265.0,12482,0,https://issues.apache.org/jira/browse/HADOOP-12482,-1
HADOOP,15503116.0,13584,0,https://issues.apache.org/jira/browse/HADOOP-13584,1
HADOOP,13974239.0,10520,0,https://issues.apache.org/jira/browse/HADOOP-10520,0
HADOOP,16091939.0,14642,0,https://issues.apache.org/jira/browse/HADOOP-14642,-1
HADOOP,14711131.0,12657,0,https://issues.apache.org/jira/browse/HADOOP-12657,1
HADOOP,15688595.0,13449,0,https://issues.apache.org/jira/browse/HADOOP-13449,0
HADOOP,14072147.0,10887,1,https://issues.apache.org/jira/browse/HADOOP-10887,1
HADOOP,16050333.0,14429,0,https://issues.apache.org/jira/browse/HADOOP-14429,1
HADOOP,13040086.0,7284,0,https://issues.apache.org/jira/browse/HADOOP-7284,0
HADOOP,16198917.0,14912,1,https://issues.apache.org/jira/browse/HADOOP-14912,1
HADOOP,12609782.0,3653,0,https://issues.apache.org/jira/browse/HADOOP-3653,1
HADOOP,15091284.0,11262,1,https://issues.apache.org/jira/browse/HADOOP-11262,1
HADOOP,12616479.0,3620,0,https://issues.apache.org/jira/browse/HADOOP-3620,0
HADOOP,12560531.0,2596,1,https://issues.apache.org/jira/browse/HADOOP-2596,1
HADOOP,15647326.0,13050,1,https://issues.apache.org/jira/browse/HADOOP-13050,1
HADOOP,16033778.0,14461,0,https://issues.apache.org/jira/browse/HADOOP-14461,1
HADOOP,12630213.0,2403,1,https://issues.apache.org/jira/browse/HADOOP-2403,1
HADOOP,13091985.0,6762,0,https://issues.apache.org/jira/browse/HADOOP-6762,0
HADOOP,12562346.0,2566,0,https://issues.apache.org/jira/browse/HADOOP-2566,0
HADOOP,12527502.0,1892,0,https://issues.apache.org/jira/browse/HADOOP-1892,0
HADOOP,15550708.0,13522,0,https://issues.apache.org/jira/browse/HADOOP-13522,0
HADOOP,15562716.0,13702,0,https://issues.apache.org/jira/browse/HADOOP-13702,0
HADOOP,15317781.0,13227,0,https://issues.apache.org/jira/browse/HADOOP-13227,-1
HADOOP,15109238.0,12651,0,https://issues.apache.org/jira/browse/HADOOP-12651,-1
HADOOP,13214085.0,7557,0,https://issues.apache.org/jira/browse/HADOOP-7557,1
HADOOP,12699940.0,5650,0,https://issues.apache.org/jira/browse/HADOOP-5650,1
HADOOP,16191173.0,14872,0,https://issues.apache.org/jira/browse/HADOOP-14872,-1
HADOOP,14939510.0,12432,1,https://issues.apache.org/jira/browse/HADOOP-12432,1
HADOOP,14284235.0,10181,1,https://issues.apache.org/jira/browse/HADOOP-10181,1
HADOOP,15202609.0,12916,0,https://issues.apache.org/jira/browse/HADOOP-12916,-1
HADOOP,14066766.0,10838,0,https://issues.apache.org/jira/browse/HADOOP-10838,0
HADOOP,12742878.0,6165,0,https://issues.apache.org/jira/browse/HADOOP-6165,0
HADOOP,13983944.0,10433,0,https://issues.apache.org/jira/browse/HADOOP-10433,1
HADOOP,15063536.0,12657,0,https://issues.apache.org/jira/browse/HADOOP-12657,0
HADOOP,15805979.0,13953,0,https://issues.apache.org/jira/browse/HADOOP-13953,0
HADOOP,14909410.0,11984,0,https://issues.apache.org/jira/browse/HADOOP-11984,-1
HADOOP,14115711.0,10994,1,https://issues.apache.org/jira/browse/HADOOP-10994,1
HADOOP,15672156.0,13660,0,https://issues.apache.org/jira/browse/HADOOP-13660,-1
HADOOP,14997611.0,12560,0,https://issues.apache.org/jira/browse/HADOOP-12560,-1
HADOOP,15301044.0,12727,0,https://issues.apache.org/jira/browse/HADOOP-12727,0
HADOOP,12675896.0,5264,1,https://issues.apache.org/jira/browse/HADOOP-5264,1
HADOOP,15748637.0,13899,0,https://issues.apache.org/jira/browse/HADOOP-13899,-1
HADOOP,13461896.0,7930,0,https://issues.apache.org/jira/browse/HADOOP-7930,-1
HADOOP,13932286.0,10015,0,https://issues.apache.org/jira/browse/HADOOP-10015,-1
HADOOP,12567408.0,730,0,https://issues.apache.org/jira/browse/HADOOP-730,1
HADOOP,15285844.0,13160,0,https://issues.apache.org/jira/browse/HADOOP-13160,-1
HADOOP,15230114.0,12973,0,https://issues.apache.org/jira/browse/HADOOP-12973,-1
HADOOP,15058920.0,10940,0,https://issues.apache.org/jira/browse/HADOOP-10940,-1
HADOOP,12622114.0,3585,0,https://issues.apache.org/jira/browse/HADOOP-3585,-1
HADOOP,12532305.0,1983,0,https://issues.apache.org/jira/browse/HADOOP-1983,1
HADOOP,16003576.0,14394,0,https://issues.apache.org/jira/browse/HADOOP-14394,-1
HADOOP,12523438.0,1803,0,https://issues.apache.org/jira/browse/HADOOP-1803,1
HADOOP,14245444.0,10852,0,https://issues.apache.org/jira/browse/HADOOP-10852,0
HADOOP,15002755.0,12545,0,https://issues.apache.org/jira/browse/HADOOP-12545,1
HADOOP,12549356.0,2376,0,https://issues.apache.org/jira/browse/HADOOP-2376,-1
HADOOP,14304126.0,10392,1,https://issues.apache.org/jira/browse/HADOOP-10392,1
HADOOP,16101471.0,14455,0,https://issues.apache.org/jira/browse/HADOOP-14455,-1
HADOOP,15305650.0,13226,0,https://issues.apache.org/jira/browse/HADOOP-13226,-1
HADOOP,12771266.0,5958,0,https://issues.apache.org/jira/browse/HADOOP-5958,-1
HADOOP,14359863.0,11710,1,https://issues.apache.org/jira/browse/HADOOP-11710,1
HADOOP,16200497.0,14188,0,https://issues.apache.org/jira/browse/HADOOP-14188,0
HADOOP,16766523.0,16107,0,https://issues.apache.org/jira/browse/HADOOP-16107,0
HADOOP,16184546.0,14912,0,https://issues.apache.org/jira/browse/HADOOP-14912,1
HADOOP,12518703.0,1436,0,https://issues.apache.org/jira/browse/HADOOP-1436,-1
HADOOP,14905647.0,12438,0,https://issues.apache.org/jira/browse/HADOOP-12438,0
HADOOP,12530190.0,1930,0,https://issues.apache.org/jira/browse/HADOOP-1930,-1
HADOOP,13566850.0,9258,0,https://issues.apache.org/jira/browse/HADOOP-9258,0
HADOOP,12486150.0,1105,0,https://issues.apache.org/jira/browse/HADOOP-1105,0
HADOOP,14962242.0,7266,0,https://issues.apache.org/jira/browse/HADOOP-7266,-1
HADOOP,15304939.0,13207,0,https://issues.apache.org/jira/browse/HADOOP-13207,0
HADOOP,16787674.0,16161,0,https://issues.apache.org/jira/browse/HADOOP-16161,0
HADOOP,12590728.0,3270,0,https://issues.apache.org/jira/browse/HADOOP-3270,0
HADOOP,12714696.0,5899,1,https://issues.apache.org/jira/browse/HADOOP-5899,1
HADOOP,15342983.0,13263,0,https://issues.apache.org/jira/browse/HADOOP-13263,0
HADOOP,14964338.0,11685,0,https://issues.apache.org/jira/browse/HADOOP-11685,0
HADOOP,16204590.0,14178,0,https://issues.apache.org/jira/browse/HADOOP-14178,0
HADOOP,17091098.0,17011,0,https://issues.apache.org/jira/browse/HADOOP-17011,0
HADOOP,16177016.0,14872,0,https://issues.apache.org/jira/browse/HADOOP-14872,0
HADOOP,15143515.0,12747,1,https://issues.apache.org/jira/browse/HADOOP-12747,0
HADOOP,15000564.0,12564,0,https://issues.apache.org/jira/browse/HADOOP-12564,0
HADOOP,16582312.0,15679,1,https://issues.apache.org/jira/browse/HADOOP-15679,0
HADOOP,16836127.0,16287,1,https://issues.apache.org/jira/browse/HADOOP-16287,1
HADOOP,15184796.0,12888,0,https://issues.apache.org/jira/browse/HADOOP-12888,1
HADOOP,12546476.0,2275,0,https://issues.apache.org/jira/browse/HADOOP-2275,0
HADOOP,15199205.0,12909,0,https://issues.apache.org/jira/browse/HADOOP-12909,0
HADOOP,14125101.0,8989,1,https://issues.apache.org/jira/browse/HADOOP-8989,1
HADOOP,15469969.0,13584,0,https://issues.apache.org/jira/browse/HADOOP-13584,0
HADOOP,15229623.0,12973,0,https://issues.apache.org/jira/browse/HADOOP-12973,0
HADOOP,12627564.0,3975,0,https://issues.apache.org/jira/browse/HADOOP-3975,1
HADOOP,14115803.0,11015,1,https://issues.apache.org/jira/browse/HADOOP-11015,1
HADOOP,15426054.0,13508,0,https://issues.apache.org/jira/browse/HADOOP-13508,0
HADOOP,16051307.0,14486,0,https://issues.apache.org/jira/browse/HADOOP-14486,1
HADOOP,14699097.0,12327,0,https://issues.apache.org/jira/browse/HADOOP-12327,1
HADOOP,14682148.0,11684,0,https://issues.apache.org/jira/browse/HADOOP-11684,0
HADOOP,15822531.0,13945,0,https://issues.apache.org/jira/browse/HADOOP-13945,0
HADOOP,16539820.0,15316,0,https://issues.apache.org/jira/browse/HADOOP-15316,1
HADOOP,12558551.0,2570,0,https://issues.apache.org/jira/browse/HADOOP-2570,0
HADOOP,15304280.0,13202,0,https://issues.apache.org/jira/browse/HADOOP-13202,0
HADOOP,16588216.0,15684,0,https://issues.apache.org/jira/browse/HADOOP-15684,0
HADOOP,13171725.0,7657,0,https://issues.apache.org/jira/browse/HADOOP-7657,-1
HADOOP,15090416.0,12696,0,https://issues.apache.org/jira/browse/HADOOP-12696,1
HADOOP,13713459.0,9751,0,https://issues.apache.org/jira/browse/HADOOP-9751,0
HADOOP,15376017.0,13351,1,https://issues.apache.org/jira/browse/HADOOP-13351,0
HADOOP,15414811.0,13396,0,https://issues.apache.org/jira/browse/HADOOP-13396,0
HADOOP,15573184.0,12082,0,https://issues.apache.org/jira/browse/HADOOP-12082,-1
HADOOP,12570927.0,2655,0,https://issues.apache.org/jira/browse/HADOOP-2655,0
HADOOP,14306142.0,10101,0,https://issues.apache.org/jira/browse/HADOOP-10101,1
HADOOP,15568027.0,13686,0,https://issues.apache.org/jira/browse/HADOOP-13686,0
HADOOP,15749643.0,13578,0,https://issues.apache.org/jira/browse/HADOOP-13578,-1
HADOOP,12488920.0,968,0,https://issues.apache.org/jira/browse/HADOOP-968,1
HADOOP,13839110.0,10141,0,https://issues.apache.org/jira/browse/HADOOP-10141,0
HADOOP,15131420.0,12764,1,https://issues.apache.org/jira/browse/HADOOP-12764,1
HADOOP,15840294.0,13876,0,https://issues.apache.org/jira/browse/HADOOP-13876,1
HADOOP,14847344.0,12423,0,https://issues.apache.org/jira/browse/HADOOP-12423,0
HADOOP,15549916.0,13150,0,https://issues.apache.org/jira/browse/HADOOP-13150,1
HADOOP,14964324.0,12493,0,https://issues.apache.org/jira/browse/HADOOP-12493,1
HADOOP,16159221.0,14797,1,https://issues.apache.org/jira/browse/HADOOP-14797,0
HADOOP,16742624.0,15229,0,https://issues.apache.org/jira/browse/HADOOP-15229,1
HADOOP,15021973.0,9844,0,https://issues.apache.org/jira/browse/HADOOP-9844,0
HADOOP,16459250.0,15395,0,https://issues.apache.org/jira/browse/HADOOP-15395,0
HADOOP,16305086.0,15143,0,https://issues.apache.org/jira/browse/HADOOP-15143,1
HADOOP,16161518.0,14553,0,https://issues.apache.org/jira/browse/HADOOP-14553,0
HADOOP,12598795.0,1318,1,https://issues.apache.org/jira/browse/HADOOP-1318,1
HADOOP,13566977.0,8562,0,https://issues.apache.org/jira/browse/HADOOP-8562,0
HADOOP,14063280.0,10131,0,https://issues.apache.org/jira/browse/HADOOP-10131,0
HADOOP,15102447.0,12714,0,https://issues.apache.org/jira/browse/HADOOP-12714,1
HADOOP,16786541.0,16161,0,https://issues.apache.org/jira/browse/HADOOP-16161,0
HADOOP,15261065.0,12957,0,https://issues.apache.org/jira/browse/HADOOP-12957,0
HADOOP,15088567.0,12651,0,https://issues.apache.org/jira/browse/HADOOP-12651,0
HADOOP,15385140.0,13240,0,https://issues.apache.org/jira/browse/HADOOP-13240,1
HADOOP,12658784.0,4648,0,https://issues.apache.org/jira/browse/HADOOP-4648,1
HADOOP,16085826.0,14658,0,https://issues.apache.org/jira/browse/HADOOP-14658,0
HADOOP,12528740.0,1839,0,https://issues.apache.org/jira/browse/HADOOP-1839,-1
HADOOP,13464353.0,8855,1,https://issues.apache.org/jira/browse/HADOOP-8855,1
HADOOP,16130125.0,14520,0,https://issues.apache.org/jira/browse/HADOOP-14520,0
HADOOP,13025981.0,7245,0,https://issues.apache.org/jira/browse/HADOOP-7245,0
HADOOP,12651614.0,4726,0,https://issues.apache.org/jira/browse/HADOOP-4726,-1
HADOOP,12892618.0,6870,0,https://issues.apache.org/jira/browse/HADOOP-6870,0
HADOOP,17161592.0,17141,1,https://issues.apache.org/jira/browse/HADOOP-17141,0
HADOOP,14235111.0,11350,0,https://issues.apache.org/jira/browse/HADOOP-11350,-1
HADOOP,12654320.0,4753,0,https://issues.apache.org/jira/browse/HADOOP-4753,1
HADOOP,14934016.0,12441,0,https://issues.apache.org/jira/browse/HADOOP-12441,0
HADOOP,16471755.0,15473,0,https://issues.apache.org/jira/browse/HADOOP-15473,0
HADOOP,13491217.0,6311,0,https://issues.apache.org/jira/browse/HADOOP-6311,0
HADOOP,15325513.0,13251,0,https://issues.apache.org/jira/browse/HADOOP-13251,0
HADOOP,13258061.0,8296,0,https://issues.apache.org/jira/browse/HADOOP-8296,0
HADOOP,12538212.0,2113,1,https://issues.apache.org/jira/browse/HADOOP-2113,1
HADOOP,15434423.0,13433,0,https://issues.apache.org/jira/browse/HADOOP-13433,0
HADOOP,16705204.0,15922,0,https://issues.apache.org/jira/browse/HADOOP-15922,0
HADOOP,16384624.0,15283,0,https://issues.apache.org/jira/browse/HADOOP-15283,0
HADOOP,12524779.0,1687,0,https://issues.apache.org/jira/browse/HADOOP-1687,0
HADOOP,14093677.0,10820,0,https://issues.apache.org/jira/browse/HADOOP-10820,0
HADOOP,14234542.0,11348,0,https://issues.apache.org/jira/browse/HADOOP-11348,0
HADOOP,12594506.0,3297,1,https://issues.apache.org/jira/browse/HADOOP-3297,1
HADOOP,12519834.0,1703,0,https://issues.apache.org/jira/browse/HADOOP-1703,1
