project_name,comment_id,issue_id,label,URL
YARN,14099976.0,2411,1,https://issues.apache.org/jira/browse/YARN-2411
YARN,16098087.0,6102,1,https://issues.apache.org/jira/browse/YARN-6102
YARN,16765874.0,9293,1,https://issues.apache.org/jira/browse/YARN-9293
YARN,15095655.0,4502,1,https://issues.apache.org/jira/browse/YARN-4502
YARN,15558455.0,5708,1,https://issues.apache.org/jira/browse/YARN-5708
YARN,15475537.0,5566,1,https://issues.apache.org/jira/browse/YARN-5566
YARN,16144303.0,5816,1,https://issues.apache.org/jira/browse/YARN-5816
YARN,16156567.0,7162,1,https://issues.apache.org/jira/browse/YARN-7162
YARN,15685115.0,5774,1,https://issues.apache.org/jira/browse/YARN-5774
YARN,16094285.0,6685,1,https://issues.apache.org/jira/browse/YARN-6685
YARN,17025171.0,10022,1,https://issues.apache.org/jira/browse/YARN-10022
YARN,15385830.0,5092,1,https://issues.apache.org/jira/browse/YARN-5092
YARN,16642675.0,8813,1,https://issues.apache.org/jira/browse/YARN-8813
YARN,14624199.0,2003,1,https://issues.apache.org/jira/browse/YARN-2003
YARN,15835414.0,5864,1,https://issues.apache.org/jira/browse/YARN-5864
YARN,16942966.0,5106,1,https://issues.apache.org/jira/browse/YARN-5106
YARN,16675438.0,8858,1,https://issues.apache.org/jira/browse/YARN-8858
HADOOP,16079803.0,14637,1,https://issues.apache.org/jira/browse/HADOOP-14637
YARN,17051803.0,9879,1,https://issues.apache.org/jira/browse/YARN-9879
YARN,15865058.0,5966,1,https://issues.apache.org/jira/browse/YARN-5966
YARN,13990838.0,1986,1,https://issues.apache.org/jira/browse/YARN-1986
YARN,13897281.0,1641,1,https://issues.apache.org/jira/browse/YARN-1641
YARN,16774099.0,9322,1,https://issues.apache.org/jira/browse/YARN-9322
YARN,16243986.0,7453,1,https://issues.apache.org/jira/browse/YARN-7453
YARN,15284018.0,4738,1,https://issues.apache.org/jira/browse/YARN-4738
YARN,13785988.0,7,1,https://issues.apache.org/jira/browse/YARN-7
YARN,16091110.0,5892,1,https://issues.apache.org/jira/browse/YARN-5892
YARN,15328340.0,5237,1,https://issues.apache.org/jira/browse/YARN-5237
YARN,15396743.0,4280,1,https://issues.apache.org/jira/browse/YARN-4280
YARN,16130021.0,7009,1,https://issues.apache.org/jira/browse/YARN-7009
YARN,16757754.0,9206,1,https://issues.apache.org/jira/browse/YARN-9206
YARN,16934975.0,9552,1,https://issues.apache.org/jira/browse/YARN-9552
YARN,15649273.0,5851,1,https://issues.apache.org/jira/browse/YARN-5851
YARN,15196397.0,4785,1,https://issues.apache.org/jira/browse/YARN-4785
YARN,15298053.0,5095,1,https://issues.apache.org/jira/browse/YARN-5095
YARN,16658520.0,8587,1,https://issues.apache.org/jira/browse/YARN-8587
YARN,14635701.0,3932,1,https://issues.apache.org/jira/browse/YARN-3932
YARN,16217867.0,7388,1,https://issues.apache.org/jira/browse/YARN-7388
YARN,14202579.0,2753,1,https://issues.apache.org/jira/browse/YARN-2753
YARN,14679389.0,3975,1,https://issues.apache.org/jira/browse/YARN-3975
YARN,14378378.0,3212,1,https://issues.apache.org/jira/browse/YARN-3212
YARN,15058986.0,4460,1,https://issues.apache.org/jira/browse/YARN-4460
YARN,16217868.0,7224,1,https://issues.apache.org/jira/browse/YARN-7224
YARN,16385644.0,7972,1,https://issues.apache.org/jira/browse/YARN-7972
YARN,16387954.0,2442,1,https://issues.apache.org/jira/browse/YARN-2442
YARN,16310467.0,7678,1,https://issues.apache.org/jira/browse/YARN-7678
YARN,17285284.0,10609,1,https://issues.apache.org/jira/browse/YARN-10609
YARN,14007876.0,2096,1,https://issues.apache.org/jira/browse/YARN-2096
YARN,16812086.0,9413,1,https://issues.apache.org/jira/browse/YARN-9413
YARN,15392974.0,5428,1,https://issues.apache.org/jira/browse/YARN-5428
YARN,15308877.0,1815,1,https://issues.apache.org/jira/browse/YARN-1815
YARN,15822644.0,5864,1,https://issues.apache.org/jira/browse/YARN-5864
YARN,16947855.0,9699,1,https://issues.apache.org/jira/browse/YARN-9699
YARN,14976887.0,1509,1,https://issues.apache.org/jira/browse/YARN-1509
YARN,14267329.0,2807,1,https://issues.apache.org/jira/browse/YARN-2807
YARN,16736546.0,8822,1,https://issues.apache.org/jira/browse/YARN-8822
YARN,16524366.0,7556,1,https://issues.apache.org/jira/browse/YARN-7556
YARN,15270893.0,4947,1,https://issues.apache.org/jira/browse/YARN-4947
YARN,13826997.0,744,1,https://issues.apache.org/jira/browse/YARN-744
YARN,14000544.0,1935,1,https://issues.apache.org/jira/browse/YARN-1935
YARN,15575722.0,5699,1,https://issues.apache.org/jira/browse/YARN-5699
YARN,15227985.0,3461,1,https://issues.apache.org/jira/browse/YARN-3461
YARN,13934363.0,1536,1,https://issues.apache.org/jira/browse/YARN-1536
YARN,16024125.0,6634,1,https://issues.apache.org/jira/browse/YARN-6634
YARN,14047655.0,2232,1,https://issues.apache.org/jira/browse/YARN-2232
YARN,16157487.0,65,1,https://issues.apache.org/jira/browse/YARN-65
YARN,14495156.0,2696,1,https://issues.apache.org/jira/browse/YARN-2696
YARN,15399577.0,5443,1,https://issues.apache.org/jira/browse/YARN-5443
YARN,16365174.0,7920,1,https://issues.apache.org/jira/browse/YARN-7920
YARN,16508719.0,8405,1,https://issues.apache.org/jira/browse/YARN-8405
YARN,13838444.0,1181,1,https://issues.apache.org/jira/browse/YARN-1181
YARN,14716779.0,3893,1,https://issues.apache.org/jira/browse/YARN-3893
YARN,14654590.0,4019,1,https://issues.apache.org/jira/browse/YARN-4019
YARN,14184376.0,2743,1,https://issues.apache.org/jira/browse/YARN-2743
YARN,13588936.0,376,1,https://issues.apache.org/jira/browse/YARN-376
YARN,16700411.0,8948,1,https://issues.apache.org/jira/browse/YARN-8948
YARN,16345289.0,7677,1,https://issues.apache.org/jira/browse/YARN-7677
YARN,15735679.0,5970,1,https://issues.apache.org/jira/browse/YARN-5970
YARN,16233750.0,6507,1,https://issues.apache.org/jira/browse/YARN-6507
YARN,15241738.0,4940,1,https://issues.apache.org/jira/browse/YARN-4940
YARN,16467514.0,7892,1,https://issues.apache.org/jira/browse/YARN-7892
YARN,16509481.0,8325,1,https://issues.apache.org/jira/browse/YARN-8325
YARN,15927726.0,4051,1,https://issues.apache.org/jira/browse/YARN-4051
YARN,16194072.0,7237,1,https://issues.apache.org/jira/browse/YARN-7237
YARN,14972369.0,3738,1,https://issues.apache.org/jira/browse/YARN-3738
YARN,15058457.0,4164,1,https://issues.apache.org/jira/browse/YARN-4164
YARN,16771110.0,9311,1,https://issues.apache.org/jira/browse/YARN-9311
YARN,14252139.0,2936,1,https://issues.apache.org/jira/browse/YARN-2936
YARN,15090210.0,3102,1,https://issues.apache.org/jira/browse/YARN-3102
MAPREDUCE,14307835.0,6242,1,https://issues.apache.org/jira/browse/MAPREDUCE-6242
YARN,15868802.0,5410,1,https://issues.apache.org/jira/browse/YARN-5410
YARN,16343599.0,7841,1,https://issues.apache.org/jira/browse/YARN-7841
YARN,14580378.0,3044,1,https://issues.apache.org/jira/browse/YARN-3044
