project_name,comment_id,issue_id,label,URL
AMBARI,15356719.0,17482,1,https://issues.apache.org/jira/browse/AMBARI-17482
AMBARI,15592242.0,18076,1,https://issues.apache.org/jira/browse/AMBARI-18076
AMBARI,14320677.0,9635,1,https://issues.apache.org/jira/browse/AMBARI-9635
AMBARI,15153320.0,15099,1,https://issues.apache.org/jira/browse/AMBARI-15099
AMBARI,15094238.0,14629,1,https://issues.apache.org/jira/browse/AMBARI-14629
AMBARI,15982721.0,20843,1,https://issues.apache.org/jira/browse/AMBARI-20843
AMBARI,15623968.0,18355,1,https://issues.apache.org/jira/browse/AMBARI-18355
AMBARI,14305363.0,9468,1,https://issues.apache.org/jira/browse/AMBARI-9468
AMBARI,15385110.0,17720,1,https://issues.apache.org/jira/browse/AMBARI-17720
AMBARI,15390413.0,17861,1,https://issues.apache.org/jira/browse/AMBARI-17861
AMBARI,14290386.0,9230,1,https://issues.apache.org/jira/browse/AMBARI-9230
AMBARI,14213210.0,8335,1,https://issues.apache.org/jira/browse/AMBARI-8335
AMBARI,15503465.0,18415,1,https://issues.apache.org/jira/browse/AMBARI-18415
AMBARI,15013271.0,13929,1,https://issues.apache.org/jira/browse/AMBARI-13929
AMBARI,15588428.0,18619,1,https://issues.apache.org/jira/browse/AMBARI-18619
AMBARI,15585771.0,17898,1,https://issues.apache.org/jira/browse/AMBARI-17898
AMBARI,15964946.0,20737,1,https://issues.apache.org/jira/browse/AMBARI-20737
AMBARI,14716813.0,12902,1,https://issues.apache.org/jira/browse/AMBARI-12902
AMBARI,15657387.0,18851,1,https://issues.apache.org/jira/browse/AMBARI-18851
AMBARI,14537120.0,10924,1,https://issues.apache.org/jira/browse/AMBARI-10924
AMBARI,15074576.0,14514,1,https://issues.apache.org/jira/browse/AMBARI-14514
AMBARI,15177137.0,15274,1,https://issues.apache.org/jira/browse/AMBARI-15274
AMBARI,16237474.0,22354,1,https://issues.apache.org/jira/browse/AMBARI-22354
AMBARI,15174162.0,15202,1,https://issues.apache.org/jira/browse/AMBARI-15202
AMBARI,15001760.0,13825,1,https://issues.apache.org/jira/browse/AMBARI-13825
AMBARI,15294625.0,16786,1,https://issues.apache.org/jira/browse/AMBARI-16786
AMBARI,15052165.0,14335,1,https://issues.apache.org/jira/browse/AMBARI-14335
AMBARI,14510124.0,10716,1,https://issues.apache.org/jira/browse/AMBARI-10716
AMBARI,14314957.0,9540,1,https://issues.apache.org/jira/browse/AMBARI-9540
AMBARI,15575984.0,17981,1,https://issues.apache.org/jira/browse/AMBARI-17981
AMBARI,15987091.0,20850,1,https://issues.apache.org/jira/browse/AMBARI-20850
AMBARI,16006489.0,20984,1,https://issues.apache.org/jira/browse/AMBARI-20984
AMBARI,15922741.0,20400,1,https://issues.apache.org/jira/browse/AMBARI-20400
AMBARI,14214251.0,8347,1,https://issues.apache.org/jira/browse/AMBARI-8347
