issue_id,comment_id,Url,label,Themes,,,,,,,,,,,,,,,
YARN-1879,14161551,https://issues.apache.org/jira/browse/YARN-1879,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-3893,14712974,https://issues.apache.org/jira/browse/YARN-3893,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-4105,14726782,https://issues.apache.org/jira/browse/YARN-4105,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-4738,15284018,https://issues.apache.org/jira/browse/YARN-4738,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-5353,15371680,https://issues.apache.org/jira/browse/YARN-5353,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-7595,16282511,https://issues.apache.org/jira/browse/YARN-7595,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-7999,16388199,https://issues.apache.org/jira/browse/YARN-7999,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-8372,16497295,https://issues.apache.org/jira/browse/YARN-8372,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-9317,16773398,https://issues.apache.org/jira/browse/YARN-9317,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-9413,16812086,https://issues.apache.org/jira/browse/YARN-9413,1,non-reproduciable,,,,,,,,,,,,,,,
YARN-8155,16500523,https://issues.apache.org/jira/browse/YARN-8155,1,Log issues,,,,,,,,,,,,,,,
YARN-8664,16579902,https://issues.apache.org/jira/browse/YARN-8664,1,Image fetch failure,,,,,,,,,,,,,,,
YARN-2996,14265760,https://issues.apache.org/jira/browse/YARN-2996,1,parrel commits/concurrent commits,,,,,,,,,,,,,,,
YARN-5713,15544997,https://issues.apache.org/jira/browse/YARN-5713,1,parrel commits/concurrent commits,,,,,,,,,,,,,,,
YARN-8914,16664803,https://issues.apache.org/jira/browse/YARN-8914,1,parrel commits/concurrent commits,,,,,,,,,,,,,,,
YARN-2807,14267329,https://issues.apache.org/jira/browse/YARN-2807,1,wrong configuration,,,,,,,,,,,,,,,
YARN-3749,14568735,https://issues.apache.org/jira/browse/YARN-3749,1,wrong configuration,,,,,,,,,,,,,,,
YARN-10083,17015830,https://issues.apache.org/jira/browse/YARN-10083,1,dependencies,,,,,,,,,,,,,,,
YARN-1850,13940261,https://issues.apache.org/jira/browse/YARN-1850,1,dependencies,,,,,,,,,,,,,,,
YARN-1915,14162076,https://issues.apache.org/jira/browse/YARN-1915,1,dependencies,,,,,,,,,,,,,,,
YARN-2890,14482401,https://issues.apache.org/jira/browse/YARN-2890,1,dependencies,,,,,,,,,,,,,,,
YARN-3721,14560305,https://issues.apache.org/jira/browse/YARN-3721,1,dependencies,,,,,,,,,,,,,,,
YARN-4384,15022840,https://issues.apache.org/jira/browse/YARN-4384,1,dependencies,,,,,,,,,,,,,,,
YARN-4546,15084475,https://issues.apache.org/jira/browse/YARN-4546,1,dependencies,,,,,,,,,,,,,,,
YARN-4718,15168544,https://issues.apache.org/jira/browse/YARN-4718,1,dependencies,,,,,,,,,,,,,,,
YARN-7,13785988,https://issues.apache.org/jira/browse/YARN-7,1,dependencies,,,,,,,,,,,,,,,
YARN-8838,16693657,https://issues.apache.org/jira/browse/YARN-8838,1,dependencies,,,,,,,,,,,,,,,
YARN-9116,16745719,https://issues.apache.org/jira/browse/YARN-9116,1,dependencies,,,,,,,,,,,,,,,
YARN-5047,15593888,https://issues.apache.org/jira/browse/YARN-5047,1,checkstyle,,,,,,,,,,,,,,,
YARN-5575,15590413,https://issues.apache.org/jira/browse/YARN-5575,1,checkstyle,,,,,,,,,,,,,,,
YARN-9889,16951946,https://issues.apache.org/jira/browse/YARN-9889,1,checkstyle,,,,,,,,,,,,,,,
YARN-9782,16926398,https://issues.apache.org/jira/browse/YARN-9782,1,not resilient enough,,,,,,,,,,,,,,,
YARN-4997,15704153,https://issues.apache.org/jira/browse/YARN-4997,1,javadoc,,,,,,,,,,,,,,,
YARN-1028,13850747,https://issues.apache.org/jira/browse/YARN-1028,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
YARN-736,13690887,https://issues.apache.org/jira/browse/YARN-736,1,Unrelated Testing Classes,,,,,,,,,,,,,,,
