issue_id,comment_id,Url,label,Themes,,,,,,,,,,,,,,,
HADOOP-13792,15634590,https://issues.apache.org/jira/browse/HADOOP-13792,1,checkstyle,,,,,,,,,,,,,,,
HADOOP-12059,14574890,https://issues.apache.org/jira/browse/HADOOP-12059,1,Cross Scenario,,,,,,,,,,,,,,,
HADOOP-12350,14944057,https://issues.apache.org/jira/browse/HADOOP-12350,1,dependencies,,,,,,,,,,,,,,,
HADOOP-2420,12556274,https://issues.apache.org/jira/browse/HADOOP-2420,1,dependencies,,,,,,,,,,,,,,,
HADOOP-3581,12626140,https://issues.apache.org/jira/browse/HADOOP-3581,1,dependencies,,,,,,,,,,,,,,,
HADOOP-4029,12651719,https://issues.apache.org/jira/browse/HADOOP-4029,1,dependencies,,,,,,,,,,,,,,,
HADOOP-6857,14182394,https://issues.apache.org/jira/browse/HADOOP-6857,1,dependencies,,,,,,,,,,,,,,,
HADOOP-7824,14649761,https://issues.apache.org/jira/browse/HADOOP-7824,1,dependencies,,,,,,,,,,,,,,,
HADOOP-4804,12673815,https://issues.apache.org/jira/browse/HADOOP-4804,1,documentation,,,,,,,,,,,,,,,
HADOOP-12699,15127042,https://issues.apache.org/jira/browse/HADOOP-12699,1,Error test,,,,,,,,,,,,,,,
HADOOP-14598,16070380,https://issues.apache.org/jira/browse/HADOOP-14598,1,external env,,,,,,,,,,,,,,,
HADOOP-882,12471495,https://issues.apache.org/jira/browse/HADOOP-882,1,external resource,,,,,,,,,,,,,,,
HADOOP-5623,12695526,https://issues.apache.org/jira/browse/HADOOP-5623,1,Irrelevant to major changes,,,,,,,,,,,,,,,
HADOOP-7286,13033131,https://issues.apache.org/jira/browse/HADOOP-7286,1,Irrelevant to major changes,,,,,,,,,,,,,,,
HADOOP-15407,16510371,https://issues.apache.org/jira/browse/HADOOP-15407,1,Irrelevant to major changes,,,,,,,,,,,,,,,
HADOOP-9193,13549180,https://issues.apache.org/jira/browse/HADOOP-9193,1,Irrelevant to major changes,,,,,,,,,,,,,,,
HADOOP-11150,14152714,https://issues.apache.org/jira/browse/HADOOP-11150,1,Log issues,,,,,,,,,,,,,,,
HADOOP-11588,15416642,https://issues.apache.org/jira/browse/HADOOP-11588,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-12613,15039605,https://issues.apache.org/jira/browse/HADOOP-12613,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-13362,15371212,https://issues.apache.org/jira/browse/HADOOP-13362,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-13929,15808746,https://issues.apache.org/jira/browse/HADOOP-13929,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-5252,12673568,https://issues.apache.org/jira/browse/HADOOP-5252,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-5589,12701442,https://issues.apache.org/jira/browse/HADOOP-5589,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-8566,13407745,https://issues.apache.org/jira/browse/HADOOP-8566,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-12430,17381318,https://issues.apache.org/jira/browse/HADOOP-12430,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-14864,16165846,https://issues.apache.org/jira/browse/HADOOP-14864,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-8270,13252051,https://issues.apache.org/jira/browse/HADOOP-8270,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-4771,12654724,https://issues.apache.org/jira/browse/HADOOP-4771,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-13660,15649712,https://issues.apache.org/jira/browse/HADOOP-13660,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-12726,15378454,https://issues.apache.org/jira/browse/HADOOP-12726,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-372,12613694,https://issues.apache.org/jira/browse/HADOOP-372,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-12022,15226082,https://issues.apache.org/jira/browse/HADOOP-12022,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-6852,16371568,https://issues.apache.org/jira/browse/HADOOP-6852,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-12813,15151818,https://issues.apache.org/jira/browse/HADOOP-12813,1,non-reproduciable,,,,,,,,,,,,,,,
HADOOP-5266,12703646,https://issues.apache.org/jira/browse/HADOOP-5266,1,non-reproduciable,,,,,,,,,,,,,,,
